No.,Time,Source,Destination,Protocol,Length,NOT HACKED,TIME_DIFF,RESULT
10355,2.075446,192.168.164.87,192.168.164.1,TCP,114,53903  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10356,2.075446,192.168.164.87,192.168.164.1,TCP,114,53877  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10357,2.075446,192.168.164.87,192.168.164.1,TCP,114,53924  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10358,2.075446,192.168.164.87,192.168.164.1,TCP,114,53874  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10359,2.075446,192.168.164.87,192.168.164.1,TCP,114,53891  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10360,2.075446,192.168.164.87,192.168.164.1,TCP,114,53896  >  1000 [SYN] Seq=0 Win=64 Len=60,0.0003,HACKED
10361,2.075746,192.168.164.87,192.168.164.1,TCP,114,53915  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10362,2.075746,192.168.164.87,192.168.164.1,TCP,114,53899  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10363,2.075746,192.168.164.87,192.168.164.1,TCP,114,53906  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10364,2.075746,192.168.164.87,192.168.164.1,TCP,114,53933  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10365,2.075746,192.168.164.87,192.168.164.1,TCP,114,53904  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10366,2.075746,192.168.164.87,192.168.164.1,TCP,114,53872  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10367,2.075746,192.168.164.87,192.168.164.1,TCP,114,53909  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10368,2.075746,192.168.164.87,192.168.164.1,TCP,114,53920  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10369,2.075746,192.168.164.87,192.168.164.1,TCP,114,53911  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10370,2.075746,192.168.164.87,192.168.164.1,TCP,114,53876  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10371,2.075746,192.168.164.87,192.168.164.1,TCP,114,53956  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10372,2.075746,192.168.164.87,192.168.164.1,TCP,114,53878  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10373,2.075746,192.168.164.87,192.168.164.1,TCP,114,53905  >  1000 [SYN] Seq=0 Win=64 Len=60,0.007724,NOT HACKED
10374,2.08347,192.168.164.87,192.168.164.1,TCP,114,53931  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10375,2.08347,192.168.164.87,192.168.164.1,TCP,114,53862  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10376,2.08347,192.168.164.87,192.168.164.1,TCP,114,53887  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10377,2.08347,192.168.164.87,192.168.164.1,TCP,114,53926  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000172,HACKED
10378,2.083642,192.168.164.87,192.168.164.1,TCP,114,53881  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10379,2.083642,192.168.164.87,192.168.164.1,TCP,114,53959  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10380,2.083642,192.168.164.87,192.168.164.1,TCP,114,53944  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000163,HACKED
10381,2.083805,192.168.164.87,192.168.164.1,TCP,114,53865  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10382,2.083805,192.168.164.87,192.168.164.1,TCP,114,53943  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10383,2.083805,192.168.164.87,192.168.164.1,TCP,114,53934  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10384,2.083805,192.168.164.87,192.168.164.1,TCP,114,53867  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10385,2.083805,192.168.164.87,192.168.164.1,TCP,114,53958  >  1000 [SYN] Seq=0 Win=64 Len=60,0.002977,NOT HACKED
10386,2.086782,192.168.164.87,192.168.164.1,TCP,114,53941  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10387,2.086782,192.168.164.87,192.168.164.1,TCP,114,53957  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10388,2.086782,192.168.164.87,192.168.164.1,TCP,114,53913  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10389,2.086782,192.168.164.87,192.168.164.1,TCP,114,53942  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10390,2.086782,192.168.164.87,192.168.164.1,TCP,114,53928  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10391,2.086782,192.168.164.87,192.168.164.1,TCP,114,53930  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10392,2.086782,192.168.164.87,192.168.164.1,TCP,114,53917  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000344,HACKED
10393,2.087126,192.168.164.87,192.168.164.1,TCP,114,53932  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10394,2.087126,192.168.164.87,192.168.164.1,TCP,114,53936  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10395,2.087126,192.168.164.87,192.168.164.1,TCP,114,53929  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10396,2.087126,192.168.164.87,192.168.164.1,TCP,114,53893  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10397,2.087126,192.168.164.87,192.168.164.1,TCP,114,53895  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10398,2.087126,192.168.164.87,192.168.164.1,TCP,114,53935  >  1000 [SYN] Seq=0 Win=64 Len=60,7.6E-05,HACKED
10399,2.087202,192.168.164.87,192.168.164.1,TCP,114,53938  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10400,2.087202,192.168.164.87,192.168.164.1,TCP,114,53919  >  1000 [SYN] Seq=0 Win=64 Len=60,0.003965,NOT HACKED
10401,2.091167,192.168.164.87,192.168.164.1,TCP,114,53880  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10402,2.091167,192.168.164.87,192.168.164.1,TCP,114,53882  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10403,2.091167,192.168.164.87,192.168.164.1,TCP,114,53866  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10404,2.091167,192.168.164.87,192.168.164.1,TCP,114,53884  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10405,2.091167,192.168.164.87,192.168.164.1,TCP,114,53940  >  1000 [SYN] Seq=0 Win=64 Len=60,0.00018,HACKED
10406,2.091347,192.168.164.87,192.168.164.1,TCP,114,53886  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10407,2.091347,192.168.164.87,192.168.164.1,TCP,114,53890  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10408,2.091347,192.168.164.87,192.168.164.1,TCP,114,53892  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000137,HACKED
10409,2.091484,192.168.164.87,192.168.164.1,TCP,114,53894  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10410,2.091484,192.168.164.87,192.168.164.1,TCP,114,53946  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10411,2.091484,192.168.164.87,192.168.164.1,TCP,114,53948  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10412,2.091484,192.168.164.87,192.168.164.1,TCP,114,54016  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10413,2.091484,192.168.164.87,192.168.164.1,TCP,114,54054  >  1000 [SYN] Seq=0 Win=64 Len=60,0.004037,NOT HACKED
10414,2.095521,192.168.164.87,192.168.164.1,TCP,114,53985  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10415,2.095521,192.168.164.87,192.168.164.1,TCP,114,54002  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10416,2.095521,192.168.164.87,192.168.164.1,TCP,114,54034  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10417,2.095521,192.168.164.87,192.168.164.1,TCP,114,53995  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10418,2.095521,192.168.164.87,192.168.164.1,TCP,114,53983  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10419,2.095521,192.168.164.87,192.168.164.1,TCP,114,53987  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10420,2.095521,192.168.164.87,192.168.164.1,TCP,114,54053  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000373,HACKED
10421,2.095894,192.168.164.87,192.168.164.1,TCP,114,54026  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10422,2.095894,192.168.164.87,192.168.164.1,TCP,114,54004  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10423,2.095894,192.168.164.87,192.168.164.1,TCP,114,54035  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10424,2.095894,192.168.164.87,192.168.164.1,TCP,114,53992  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10425,2.095894,192.168.164.87,192.168.164.1,TCP,114,53989  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10426,2.095894,192.168.164.87,192.168.164.1,TCP,114,53969  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10427,2.095894,192.168.164.87,192.168.164.1,TCP,114,53968  >  1000 [SYN] Seq=0 Win=64 Len=60,0.003096,NOT HACKED
10428,2.09899,192.168.164.87,192.168.164.1,TCP,114,54047  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10429,2.09899,192.168.164.87,192.168.164.1,TCP,114,53997  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10430,2.09899,192.168.164.87,192.168.164.1,TCP,114,54042  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10431,2.09899,192.168.164.87,192.168.164.1,TCP,114,53991  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10432,2.09899,192.168.164.87,192.168.164.1,TCP,114,53982  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10433,2.09899,192.168.164.87,192.168.164.1,TCP,114,54010  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10434,2.09899,192.168.164.87,192.168.164.1,TCP,114,54005  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000345,HACKED
10435,2.099335,192.168.164.87,192.168.164.1,TCP,114,54001  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10436,2.099335,192.168.164.87,192.168.164.1,TCP,114,54015  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10437,2.099335,192.168.164.87,192.168.164.1,TCP,114,53999  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10438,2.099335,192.168.164.87,192.168.164.1,TCP,114,54032  >  1000 [SYN] Seq=0 Win=64 Len=60,0.006159,NOT HACKED
10439,2.105494,192.168.164.87,192.168.164.1,TCP,114,53961  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10440,2.105494,192.168.164.87,192.168.164.1,TCP,114,54012  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10441,2.105494,192.168.164.87,192.168.164.1,TCP,114,53996  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10442,2.105494,192.168.164.87,192.168.164.1,TCP,114,54044  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000182,HACKED
10443,2.105676,192.168.164.87,192.168.164.1,TCP,114,53993  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10444,2.105676,192.168.164.87,192.168.164.1,TCP,114,54040  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10445,2.105676,192.168.164.87,192.168.164.1,TCP,114,54017  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000152,HACKED
10446,2.105828,192.168.164.87,192.168.164.1,TCP,114,54014  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10447,2.105828,192.168.164.87,192.168.164.1,TCP,114,54049  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10448,2.105828,192.168.164.87,192.168.164.1,TCP,114,53986  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10449,2.105828,192.168.164.87,192.168.164.1,TCP,114,54019  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10450,2.105828,192.168.164.87,192.168.164.1,TCP,114,54051  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10451,2.105828,192.168.164.87,192.168.164.1,TCP,114,54057  >  1000 [SYN] Seq=0 Win=64 Len=60,0.004219,NOT HACKED
10452,2.110047,192.168.164.87,192.168.164.1,TCP,114,54006  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10453,2.110047,192.168.164.87,192.168.164.1,TCP,114,54024  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10454,2.110047,192.168.164.87,192.168.164.1,TCP,114,54007  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10455,2.110047,192.168.164.87,192.168.164.1,TCP,114,54046  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10456,2.110047,192.168.164.87,192.168.164.1,TCP,114,54030  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10457,2.110047,192.168.164.87,192.168.164.1,TCP,114,53963  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10458,2.110047,192.168.164.87,192.168.164.1,TCP,114,54013  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10459,2.110047,192.168.164.87,192.168.164.1,TCP,114,53984  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10460,2.110047,192.168.164.87,192.168.164.1,TCP,114,54018  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10461,2.110047,192.168.164.87,192.168.164.1,TCP,114,54043  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10462,2.110047,192.168.164.87,192.168.164.1,TCP,114,54021  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10463,2.110047,192.168.164.87,192.168.164.1,TCP,114,54052  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10464,2.110047,192.168.164.87,192.168.164.1,TCP,114,53970  >  1000 [SYN] Seq=0 Win=64 Len=60,0.00424,NOT HACKED
10465,2.114287,192.168.164.87,192.168.164.1,TCP,114,54020  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10466,2.114287,192.168.164.87,192.168.164.1,TCP,114,54045  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10467,2.114287,192.168.164.87,192.168.164.1,TCP,114,53994  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10468,2.114287,192.168.164.87,192.168.164.1,TCP,114,54036  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000179,HACKED
10469,2.114466,192.168.164.87,192.168.164.1,TCP,114,54003  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10470,2.114466,192.168.164.87,192.168.164.1,TCP,114,54022  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10471,2.114466,192.168.164.87,192.168.164.1,TCP,114,54025  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000167,HACKED
10472,2.114633,192.168.164.87,192.168.164.1,TCP,114,53964  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10473,2.114633,192.168.164.87,192.168.164.1,TCP,114,54028  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10474,2.114633,192.168.164.87,192.168.164.1,TCP,114,54055  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10475,2.114633,192.168.164.87,192.168.164.1,TCP,114,53977  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10476,2.114633,192.168.164.87,192.168.164.1,TCP,114,53998  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10477,2.114633,192.168.164.87,192.168.164.1,TCP,114,54009  >  1000 [SYN] Seq=0 Win=64 Len=60,0.0001,HACKED
10478,2.114733,192.168.164.87,192.168.164.1,TCP,114,53965  >  1000 [SYN] Seq=0 Win=64 Len=60,0.021081,NOT HACKED
10479,2.135814,192.168.164.87,192.168.164.1,TCP,114,54038  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10480,2.135814,192.168.164.87,192.168.164.1,TCP,114,54011  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10481,2.135814,192.168.164.87,192.168.164.1,TCP,114,54008  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10482,2.135814,192.168.164.87,192.168.164.1,TCP,114,54037  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10483,2.135814,192.168.164.87,192.168.164.1,TCP,114,54056  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10484,2.135814,192.168.164.87,192.168.164.1,TCP,114,54031  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10485,2.135814,192.168.164.87,192.168.164.1,TCP,114,53980  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10486,2.135814,192.168.164.87,192.168.164.1,TCP,114,53966  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10487,2.135814,192.168.164.87,192.168.164.1,TCP,114,53972  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10488,2.135814,192.168.164.87,192.168.164.1,TCP,114,53976  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10489,2.135814,192.168.164.87,192.168.164.1,TCP,114,53975  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10490,2.135814,192.168.164.87,192.168.164.1,TCP,114,54065  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000389,HACKED
10491,2.136203,192.168.164.87,192.168.164.1,TCP,114,54150  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10492,2.136203,192.168.164.87,192.168.164.1,TCP,114,54086  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10493,2.136203,192.168.164.87,192.168.164.1,TCP,114,54082  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10494,2.136203,192.168.164.87,192.168.164.1,TCP,114,53973  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10495,2.136203,192.168.164.87,192.168.164.1,TCP,114,54050  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10496,2.136203,192.168.164.87,192.168.164.1,TCP,114,54033  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10497,2.136203,192.168.164.87,192.168.164.1,TCP,114,53962  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10498,2.136203,192.168.164.87,192.168.164.1,TCP,114,53974  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10499,2.136203,192.168.164.87,192.168.164.1,TCP,114,53971  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10500,2.136203,192.168.164.87,192.168.164.1,TCP,114,53981  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10501,2.136203,192.168.164.87,192.168.164.1,TCP,114,54062  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10502,2.136203,192.168.164.87,192.168.164.1,TCP,114,54073  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10503,2.136203,192.168.164.87,192.168.164.1,TCP,114,54063  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10504,2.136203,192.168.164.87,192.168.164.1,TCP,114,54088  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10505,2.136203,192.168.164.87,192.168.164.1,TCP,114,54131  >  1000 [SYN] Seq=0 Win=64 Len=60,0.002717,NOT HACKED
10506,2.13892,192.168.164.87,192.168.164.1,TCP,114,53988  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10507,2.13892,192.168.164.87,192.168.164.1,TCP,114,54027  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10508,2.13892,192.168.164.87,192.168.164.1,TCP,114,54058  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10509,2.13892,192.168.164.87,192.168.164.1,TCP,114,53960  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10510,2.13892,192.168.164.87,192.168.164.1,TCP,114,54059  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000187,HACKED
10511,2.139107,192.168.164.87,192.168.164.1,TCP,114,54041  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10512,2.139107,192.168.164.87,192.168.164.1,TCP,114,53978  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10513,2.139107,192.168.164.87,192.168.164.1,TCP,114,54078  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10514,2.139107,192.168.164.87,192.168.164.1,TCP,114,54138  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10515,2.139107,192.168.164.87,192.168.164.1,TCP,114,54106  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10516,2.139107,192.168.164.87,192.168.164.1,TCP,114,54142  >  1000 [SYN] Seq=0 Win=64 Len=60,0.00016,HACKED
10517,2.139267,192.168.164.87,192.168.164.1,TCP,114,54081  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10518,2.139267,192.168.164.87,192.168.164.1,TCP,114,54112  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10519,2.139267,192.168.164.87,192.168.164.1,TCP,114,54077  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10520,2.139267,192.168.164.87,192.168.164.1,TCP,114,54000  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10521,2.139267,192.168.164.87,192.168.164.1,TCP,114,54023  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10522,2.139267,192.168.164.87,192.168.164.1,TCP,114,54048  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000102,HACKED
10523,2.139369,192.168.164.87,192.168.164.1,TCP,114,54029  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10524,2.139369,192.168.164.87,192.168.164.1,TCP,114,53990  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10525,2.139369,192.168.164.87,192.168.164.1,TCP,114,54039  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10526,2.139369,192.168.164.87,192.168.164.1,TCP,114,53967  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10527,2.139369,192.168.164.87,192.168.164.1,TCP,114,53979  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10528,2.139369,192.168.164.87,192.168.164.1,TCP,114,54125  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10529,2.139369,192.168.164.87,192.168.164.1,TCP,114,54109  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10530,2.139369,192.168.164.87,192.168.164.1,TCP,114,54084  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10531,2.139369,192.168.164.87,192.168.164.1,TCP,114,54079  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10532,2.139369,192.168.164.87,192.168.164.1,TCP,114,54136  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10533,2.139369,192.168.164.87,192.168.164.1,TCP,114,54147  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10534,2.139369,192.168.164.87,192.168.164.1,TCP,114,54132  >  1000 [SYN] Seq=0 Win=64 Len=60,0.002049,NOT HACKED
10535,2.141418,192.168.164.87,192.168.164.1,TCP,114,54108  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10536,2.141418,192.168.164.87,192.168.164.1,TCP,114,54075  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10537,2.141418,192.168.164.87,192.168.164.1,TCP,114,54110  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10538,2.141418,192.168.164.87,192.168.164.1,TCP,114,54135  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10539,2.141418,192.168.164.87,192.168.164.1,TCP,114,54083  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000193,HACKED
10540,2.141611,192.168.164.87,192.168.164.1,TCP,114,54145  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10541,2.141611,192.168.164.87,192.168.164.1,TCP,114,54153  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10542,2.141611,192.168.164.87,192.168.164.1,TCP,114,54148  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10543,2.141611,192.168.164.87,192.168.164.1,TCP,114,54070  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10544,2.141611,192.168.164.87,192.168.164.1,TCP,114,54134  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10545,2.141611,192.168.164.87,192.168.164.1,TCP,114,54103  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10546,2.141611,192.168.164.87,192.168.164.1,TCP,114,54140  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10547,2.141611,192.168.164.87,192.168.164.1,TCP,114,54143  >  1000 [SYN] Seq=0 Win=64 Len=60,0.021858,NOT HACKED
10548,2.163469,192.168.164.87,192.168.164.1,TCP,114,54087  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10549,2.163469,192.168.164.87,192.168.164.1,TCP,114,54129  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10550,2.163469,192.168.164.87,192.168.164.1,TCP,114,54061  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10551,2.163469,192.168.164.87,192.168.164.1,TCP,114,54157  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000253,HACKED
10552,2.163722,192.168.164.87,192.168.164.1,TCP,114,54071  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10553,2.163722,192.168.164.87,192.168.164.1,TCP,114,54111  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10554,2.163722,192.168.164.87,192.168.164.1,TCP,114,54155  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10555,2.163722,192.168.164.87,192.168.164.1,TCP,114,54090  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10556,2.163722,192.168.164.87,192.168.164.1,TCP,114,54089  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10557,2.163722,192.168.164.87,192.168.164.1,TCP,114,54096  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10558,2.163722,192.168.164.87,192.168.164.1,TCP,114,54095  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10559,2.163722,192.168.164.87,192.168.164.1,TCP,114,54097  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10560,2.163722,192.168.164.87,192.168.164.1,TCP,114,54104  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10561,2.163722,192.168.164.87,192.168.164.1,TCP,114,54127  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10562,2.163722,192.168.164.87,192.168.164.1,TCP,114,54085  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
10563,2.163722,192.168.164.87,192.168.164.1,TCP,114,54114  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
