No.,Time,Source,Destination,Protocol,Length,NOT HACKED,TIME_DIFF,RESULT
1,0,fe:2e:5a:3b:c4:14,CloudNet_be:73:f5,ARP,42,Who has 192.168.164.1? Tell 192.168.164.232,0.000098,HACKED
2,0.000098,CloudNet_be:73:f5,fe:2e:5a:3b:c4:14,ARP,42,192.168.164.1 is at ac:50:de:be:73:f5,0.011513,NOT HACKED
3,0.011611,fe:2e:5a:3b:c4:14,CloudNet_be:73:f5,ARP,42,Who has 192.168.164.1? Tell 192.168.164.232,0,HACKED
4,0.011611,192.168.164.87,192.168.164.1,TCP,54,"59478  >  5500 [FIN, ACK] Seq=1 Ack=1 Win=513 Len=0",0,HACKED
5,0.011611,192.168.164.87,192.168.164.1,TCP,66,59479  >  5500 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM,9.4E-05,HACKED
6,0.011705,CloudNet_be:73:f5,fe:2e:5a:3b:c4:14,ARP,42,192.168.164.1 is at ac:50:de:be:73:f5,0.000485,HACKED
7,0.01219,192.168.164.1,192.168.164.87,TCP,66,"5500  >  59479 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM",9.9E-05,HACKED
8,0.012289,192.168.164.1,192.168.164.87,TCP,54,5500  >  59478 [ACK] Seq=1 Ack=2 Win=4100 Len=0,0.000237,HACKED
9,0.012526,192.168.164.1,192.168.164.87,TCP,54,"5500  >  59478 [FIN, ACK] Seq=1 Ack=2 Win=4100 Len=0",0.007837,NOT HACKED
10,0.020363,192.168.164.87,192.168.164.1,TCP,54,59479  >  5500 [ACK] Seq=1 Ack=1 Win=131328 Len=0,0,HACKED
11,0.020363,192.168.164.87,192.168.164.1,TCP,54,59478  >  5500 [ACK] Seq=2 Ack=2 Win=513 Len=0,0.292988,NOT HACKED
12,0.313351,192.168.164.38,192.168.164.1,ICMP,98,"Echo (ping) request  id=0x03e8, seq=1/256, ttl=63 (no response found!)",0,HACKED
13,0.313351,192.168.164.87,192.168.164.1,TCP,114,59125  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
14,0.313351,192.168.164.87,192.168.164.1,TCP,114,59096  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
15,0.313351,192.168.164.87,192.168.164.1,TCP,114,59111  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
16,0.313351,192.168.164.87,192.168.164.1,TCP,114,59142  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
17,0.313351,192.168.164.87,192.168.164.1,TCP,114,59086  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
18,0.313351,192.168.164.87,192.168.164.1,TCP,114,59137  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
19,0.313351,192.168.164.87,192.168.164.1,TCP,114,59122  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
20,0.313351,192.168.164.87,192.168.164.1,TCP,114,59103  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000465,HACKED
21,0.313816,192.168.164.87,192.168.164.1,TCP,114,59115  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
22,0.313816,192.168.164.87,192.168.164.1,TCP,114,59100  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
23,0.313816,192.168.164.87,192.168.164.1,TCP,114,59098  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
24,0.313816,192.168.164.87,192.168.164.1,TCP,114,59109  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
25,0.313816,192.168.164.87,192.168.164.1,TCP,114,59105  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
26,0.313816,192.168.164.87,192.168.164.1,TCP,114,59120  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
27,0.313816,192.168.164.87,192.168.164.1,TCP,114,59092  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
28,0.313816,192.168.164.87,192.168.164.1,TCP,114,59144  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
29,0.313816,192.168.164.87,192.168.164.1,TCP,114,59169  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
30,0.313816,192.168.164.87,192.168.164.1,TCP,114,59124  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
31,0.313816,192.168.164.87,192.168.164.1,TCP,114,59171  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
32,0.313816,192.168.164.87,192.168.164.1,TCP,114,59087  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
33,0.313816,192.168.164.87,192.168.164.1,TCP,114,59113  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
34,0.313816,192.168.164.87,192.168.164.1,TCP,114,59163  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
35,0.313816,192.168.164.87,192.168.164.1,TCP,114,59083  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
36,0.313816,192.168.164.87,192.168.164.1,TCP,114,59146  >  1000 [SYN] Seq=0 Win=64 Len=60,0.002611,NOT HACKED
37,0.316427,192.168.164.87,192.168.164.1,TCP,114,59117  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
38,0.316427,192.168.164.87,192.168.164.1,TCP,114,59176  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
39,0.316427,192.168.164.87,192.168.164.1,TCP,114,59088  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
40,0.316427,192.168.164.87,192.168.164.1,TCP,114,59152  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
41,0.316427,192.168.164.87,192.168.164.1,TCP,114,59084  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
42,0.316427,192.168.164.87,192.168.164.1,TCP,114,59116  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
43,0.316427,192.168.164.87,192.168.164.1,TCP,114,59140  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
44,0.316427,192.168.164.87,192.168.164.1,TCP,114,59090  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
45,0.316427,192.168.164.87,192.168.164.1,TCP,114,59127  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
46,0.316427,192.168.164.87,192.168.164.1,TCP,114,59165  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
47,0.316427,192.168.164.87,192.168.164.1,TCP,114,59149  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
48,0.316427,192.168.164.87,192.168.164.1,TCP,114,59151  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
49,0.316427,192.168.164.87,192.168.164.1,TCP,114,59119  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
50,0.316427,192.168.164.87,192.168.164.1,TCP,114,59141  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
51,0.316427,192.168.164.87,192.168.164.1,TCP,114,59126  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
52,0.316427,192.168.164.87,192.168.164.1,TCP,114,59159  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
53,0.316427,192.168.164.87,192.168.164.1,TCP,114,59130  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
54,0.316427,192.168.164.87,192.168.164.1,TCP,114,59168  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
55,0.316427,192.168.164.87,192.168.164.1,TCP,114,59167  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
56,0.316427,192.168.164.87,192.168.164.1,TCP,114,59102  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
57,0.316427,192.168.164.87,192.168.164.1,TCP,114,59129  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
58,0.316427,192.168.164.87,192.168.164.1,TCP,114,59085  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
59,0.316427,192.168.164.87,192.168.164.1,TCP,114,59079  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
60,0.316427,192.168.164.87,192.168.164.1,TCP,114,59132  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
61,0.316427,192.168.164.87,192.168.164.1,TCP,114,59094  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
62,0.316427,192.168.164.87,192.168.164.1,TCP,114,59104  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
63,0.316427,192.168.164.87,192.168.164.1,TCP,114,59155  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000748,NOT HACKED
64,0.317175,192.168.164.87,192.168.164.1,TCP,114,59178  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
65,0.317175,192.168.164.87,192.168.164.1,TCP,114,59150  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
66,0.317175,192.168.164.87,192.168.164.1,TCP,114,59147  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
67,0.317175,192.168.164.87,192.168.164.1,TCP,114,59172  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
68,0.317175,192.168.164.87,192.168.164.1,TCP,114,59170  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
69,0.317175,192.168.164.87,192.168.164.1,TCP,114,59108  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
70,0.317175,192.168.164.87,192.168.164.1,TCP,114,59135  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
71,0.317175,192.168.164.87,192.168.164.1,TCP,114,59153  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
72,0.317175,192.168.164.87,192.168.164.1,TCP,114,59106  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
73,0.317175,192.168.164.87,192.168.164.1,TCP,114,59089  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
74,0.317175,192.168.164.87,192.168.164.1,TCP,114,59157  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
75,0.317175,192.168.164.87,192.168.164.1,TCP,114,59133  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
76,0.317175,192.168.164.87,192.168.164.1,TCP,114,59173  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
77,0.317175,192.168.164.87,192.168.164.1,TCP,114,59161  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
78,0.317175,192.168.164.87,192.168.164.1,TCP,114,59128  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
79,0.317175,192.168.164.87,192.168.164.1,TCP,114,59112  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
80,0.317175,192.168.164.87,192.168.164.1,TCP,114,59107  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
81,0.317175,192.168.164.87,192.168.164.1,TCP,114,59164  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
82,0.317175,192.168.164.87,192.168.164.1,TCP,114,59114  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
83,0.317175,192.168.164.87,192.168.164.1,TCP,114,59110  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
84,0.317175,192.168.164.87,192.168.164.1,TCP,114,59123  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
85,0.317175,192.168.164.87,192.168.164.1,TCP,114,59121  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
86,0.317175,192.168.164.87,192.168.164.1,TCP,114,59175  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
87,0.317175,192.168.164.87,192.168.164.1,TCP,114,59134  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
88,0.317175,192.168.164.87,192.168.164.1,TCP,114,59131  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
89,0.317175,192.168.164.87,192.168.164.1,TCP,114,59154  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
90,0.317175,192.168.164.87,192.168.164.1,TCP,114,59118  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
91,0.317175,192.168.164.87,192.168.164.1,TCP,114,59082  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
92,0.317175,192.168.164.87,192.168.164.1,TCP,114,59136  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
93,0.317175,192.168.164.87,192.168.164.1,TCP,114,59177  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
94,0.317175,192.168.164.87,192.168.164.1,TCP,114,59139  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
95,0.317175,192.168.164.87,192.168.164.1,TCP,114,59138  >  1000 [SYN] Seq=0 Win=64 Len=60,0.00034,HACKED
96,0.317515,192.168.164.87,192.168.164.1,TCP,114,59081  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
97,0.317515,192.168.164.87,192.168.164.1,TCP,114,59091  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
98,0.317515,192.168.164.87,192.168.164.1,TCP,114,59148  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
99,0.317515,192.168.164.87,192.168.164.1,TCP,114,59143  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
100,0.317515,192.168.164.87,192.168.164.1,TCP,114,59174  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
101,0.317515,192.168.164.87,192.168.164.1,TCP,114,59145  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
102,0.317515,192.168.164.87,192.168.164.1,TCP,114,59156  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
103,0.317515,192.168.164.87,192.168.164.1,TCP,114,59093  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
104,0.317515,192.168.164.87,192.168.164.1,TCP,114,59158  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
105,0.317515,192.168.164.87,192.168.164.1,TCP,114,59160  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
106,0.317515,192.168.164.87,192.168.164.1,TCP,114,59162  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
107,0.317515,192.168.164.87,192.168.164.1,TCP,114,59095  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
108,0.317515,192.168.164.87,192.168.164.1,TCP,114,59097  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
109,0.317515,192.168.164.87,192.168.164.1,TCP,114,59099  >  1000 [SYN] Seq=0 Win=64 Len=60,0.007171,NOT HACKED
110,0.324686,192.168.164.87,192.168.164.1,TCP,114,59101  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
111,0.324686,192.168.164.87,192.168.164.1,TCP,114,59524  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
112,0.324686,192.168.164.87,192.168.164.1,TCP,114,59505  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
113,0.324686,192.168.164.87,192.168.164.1,TCP,114,59528  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
114,0.324686,192.168.164.87,192.168.164.1,TCP,114,59572  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
115,0.324686,192.168.164.87,192.168.164.1,TCP,114,59488  >  1000 [SYN] Seq=0 Win=64 Len=60,0.0003,HACKED
116,0.324986,192.168.164.87,192.168.164.1,TCP,114,59492  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
117,0.324986,192.168.164.87,192.168.164.1,TCP,114,59546  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
118,0.324986,192.168.164.87,192.168.164.1,TCP,114,59547  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
119,0.324986,192.168.164.87,192.168.164.1,TCP,114,59507  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
120,0.324986,192.168.164.87,192.168.164.1,TCP,114,59551  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
121,0.324986,192.168.164.87,192.168.164.1,TCP,114,59561  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
122,0.324986,192.168.164.87,192.168.164.1,TCP,114,59520  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
123,0.324986,192.168.164.87,192.168.164.1,TCP,114,59512  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
124,0.324986,192.168.164.87,192.168.164.1,TCP,114,59541  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
125,0.324986,192.168.164.87,192.168.164.1,TCP,114,59499  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
126,0.324986,192.168.164.87,192.168.164.1,TCP,114,59485  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
127,0.324986,192.168.164.87,192.168.164.1,TCP,114,59500  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
128,0.324986,192.168.164.87,192.168.164.1,TCP,114,59509  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
129,0.324986,192.168.164.87,192.168.164.1,TCP,114,59553  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
130,0.324986,192.168.164.87,192.168.164.1,TCP,114,59548  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
131,0.324986,192.168.164.87,192.168.164.1,TCP,114,59534  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
132,0.324986,192.168.164.87,192.168.164.1,TCP,114,59574  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
133,0.324986,192.168.164.87,192.168.164.1,TCP,114,59536  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
134,0.324986,192.168.164.87,192.168.164.1,TCP,114,59487  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
135,0.324986,192.168.164.87,192.168.164.1,TCP,114,59515  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
136,0.324986,192.168.164.87,192.168.164.1,TCP,114,59501  >  1000 [SYN] Seq=0 Win=64 Len=60,0.001593,NOT HACKED
137,0.326579,192.168.164.87,192.168.164.1,TCP,114,59538  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
138,0.326579,192.168.164.87,192.168.164.1,TCP,114,59496  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
139,0.326579,192.168.164.87,192.168.164.1,TCP,114,59503  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
140,0.326579,192.168.164.87,192.168.164.1,TCP,114,59483  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000131,HACKED
141,0.32671,192.168.164.87,192.168.164.1,TCP,114,59542  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
142,0.32671,192.168.164.87,192.168.164.1,TCP,114,59527  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
143,0.32671,192.168.164.87,192.168.164.1,TCP,114,59579  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
144,0.32671,192.168.164.87,192.168.164.1,TCP,114,59523  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
145,0.32671,192.168.164.87,192.168.164.1,TCP,114,59489  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
146,0.32671,192.168.164.87,192.168.164.1,TCP,114,59576  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
147,0.32671,192.168.164.87,192.168.164.1,TCP,114,59511  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
148,0.32671,192.168.164.87,192.168.164.1,TCP,114,59491  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
149,0.32671,192.168.164.87,192.168.164.1,TCP,114,59513  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
150,0.32671,192.168.164.87,192.168.164.1,TCP,114,59578  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
151,0.32671,192.168.164.87,192.168.164.1,TCP,114,59493  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
152,0.32671,192.168.164.87,192.168.164.1,TCP,114,59522  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
153,0.32671,192.168.164.87,192.168.164.1,TCP,114,59514  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
154,0.32671,192.168.164.87,192.168.164.1,TCP,114,59540  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
155,0.32671,192.168.164.87,192.168.164.1,TCP,114,59537  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
156,0.32671,192.168.164.87,192.168.164.1,TCP,114,59531  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
157,0.32671,192.168.164.87,192.168.164.1,TCP,114,59486  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
158,0.32671,192.168.164.87,192.168.164.1,TCP,114,59549  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
159,0.32671,192.168.164.87,192.168.164.1,TCP,114,59517  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
160,0.32671,192.168.164.87,192.168.164.1,TCP,114,59555  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
161,0.32671,192.168.164.87,192.168.164.1,TCP,114,59577  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000307,HACKED
162,0.327017,192.168.164.87,192.168.164.1,TCP,114,59519  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
163,0.327017,192.168.164.87,192.168.164.1,TCP,114,59544  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
164,0.327017,192.168.164.87,192.168.164.1,TCP,114,59557  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
165,0.327017,192.168.164.87,192.168.164.1,TCP,114,59539  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
166,0.327017,192.168.164.87,192.168.164.1,TCP,114,59506  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
167,0.327017,192.168.164.87,192.168.164.1,TCP,114,59526  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
168,0.327017,192.168.164.87,192.168.164.1,TCP,114,59521  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
169,0.327017,192.168.164.87,192.168.164.1,TCP,114,59550  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
170,0.327017,192.168.164.87,192.168.164.1,TCP,114,59495  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
171,0.327017,192.168.164.87,192.168.164.1,TCP,114,59530  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
172,0.327017,192.168.164.87,192.168.164.1,TCP,114,59525  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
173,0.327017,192.168.164.87,192.168.164.1,TCP,114,59554  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
174,0.327017,192.168.164.87,192.168.164.1,TCP,114,59529  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
175,0.327017,192.168.164.87,192.168.164.1,TCP,114,59482  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
176,0.327017,192.168.164.87,192.168.164.1,TCP,114,59533  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
177,0.327017,192.168.164.87,192.168.164.1,TCP,114,59494  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
178,0.327017,192.168.164.87,192.168.164.1,TCP,114,59498  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
179,0.327017,192.168.164.87,192.168.164.1,TCP,114,59568  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
180,0.327017,192.168.164.87,192.168.164.1,TCP,114,59559  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
181,0.327017,192.168.164.87,192.168.164.1,TCP,114,59570  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
182,0.327017,192.168.164.87,192.168.164.1,TCP,114,59556  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
183,0.327017,192.168.164.87,192.168.164.1,TCP,114,59535  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
184,0.327017,192.168.164.87,192.168.164.1,TCP,114,59497  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
185,0.327017,192.168.164.87,192.168.164.1,TCP,114,59552  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
186,0.327017,192.168.164.87,192.168.164.1,TCP,114,59481  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
187,0.327017,192.168.164.87,192.168.164.1,TCP,114,59480  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
188,0.327017,192.168.164.87,192.168.164.1,TCP,114,59558  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
189,0.327017,192.168.164.87,192.168.164.1,TCP,114,59560  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
190,0.327017,192.168.164.87,192.168.164.1,TCP,114,59543  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
191,0.327017,192.168.164.87,192.168.164.1,TCP,114,59571  >  1000 [SYN] Seq=0 Win=64 Len=60,0.005653,NOT HACKED
192,0.33267,192.168.164.87,192.168.164.1,TCP,114,59545  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
193,0.33267,192.168.164.87,192.168.164.1,TCP,114,59564  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
194,0.33267,192.168.164.87,192.168.164.1,TCP,114,59563  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
195,0.33267,192.168.164.87,192.168.164.1,TCP,114,59565  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
196,0.33267,192.168.164.87,192.168.164.1,TCP,114,59562  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
197,0.33267,192.168.164.87,192.168.164.1,TCP,114,59569  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
198,0.33267,192.168.164.87,192.168.164.1,TCP,114,59575  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
199,0.33267,192.168.164.87,192.168.164.1,TCP,114,59502  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
200,0.33267,192.168.164.87,192.168.164.1,TCP,114,59602  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
201,0.33267,192.168.164.87,192.168.164.1,TCP,114,59508  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
202,0.33267,192.168.164.87,192.168.164.1,TCP,114,59518  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
203,0.33267,192.168.164.87,192.168.164.1,TCP,114,59610  >  1000 [SYN] Seq=0 Win=64 Len=60,0.000346,HACKED
204,0.333016,192.168.164.87,192.168.164.1,TCP,114,59573  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
205,0.333016,192.168.164.87,192.168.164.1,TCP,114,59665  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
206,0.333016,192.168.164.87,192.168.164.1,TCP,114,59567  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
207,0.333016,192.168.164.87,192.168.164.1,TCP,114,59490  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
208,0.333016,192.168.164.87,192.168.164.1,TCP,114,59582  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
209,0.333016,192.168.164.87,192.168.164.1,TCP,114,59484  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
210,0.333016,192.168.164.87,192.168.164.1,TCP,114,59532  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
211,0.333016,192.168.164.87,192.168.164.1,TCP,114,59566  >  1000 [SYN] Seq=0 Win=64 Len=60,0,HACKED
